	tweet	hashtags
113	Ingredient analysis of biological wastewater using hybrid multi-stream...  BVZRjlcvcW #wastemanagement #ArtificialIntelligence #biological #models	['wastemanagement', 'artificialintelligence', 'biological', 'models']
114	In Rwanda🇷🇼, #LocalCommunities are restoring the degraded sebeya catchments while contributing to the planning of interventions through the Village Land Use Action Planning processes of the EWMR Technical Assistance Consortium led by @IUCN.  Read more:  1pjfuvouqS  5nOJ9dGbHi	['localcommunities']
115	Did you miss the upPE-T workshop on #citizens' #awareness on #plastic #upcycling? You can now watch it on YouTube  sKoEO6RTii #h2020 #circulareconomy	['citizens', 'awareness', 'plastic', 'upcycling', 'h2020', 'circulareconomy']
116	Senior Finance Officer, Rwanda IUCN at International Union for Conservation of Nature: (Deadline 9 November 2022)  nNR3C93VpE	[]
117	Resuming the day with new sessions! 💻 The 1st session is focused on the tools and ways forward to assess MPA management effectiveness at the site level. Through case studies, several tools will be presented such as the METT and the @IUCN_Med's Green List Standard #MedPANworkshop  rhuw3CinEw	['medpanworkshop']
118	#OpenAccessWeek2022 at IUCN today is all about our publications process! High-quality scientific publications are key to our work and meeting our conservation goals. We support open science!  nezZQKnjnI	['openaccessweek2022']
119	@WHO @IUCN @xuejianosaka @liupheonix @XIEYongjun_CHN #Guangzhou #China	['guangzhou', 'china']
120	sano man mahuhuman it hotd? kun 30 yo naak? PLS BANGIN GINPATAY NA AK GLOBAL WARMING OR PUNO NA AK TIYAN MICROPLASTIC GAWAN NIYO NG PARAAN PLZ	[]
121	Socially Responsible Investing: Marketing Tool or Solution to #ESG Problems? #CSR #SDG #sustainability #circulareconomy #sustainableinnovation #sustainablefinance #climaterisk #impact #climatefintech #climatechange #circularity #climatetech #greenwashing  4AGrdrWH8e  yWClWG52QA	['esg', 'csr', 'sdg', 'sustainability', 'circulareconomy', 'sustainableinnovation', 'sustainablefinance', 'climaterisk', 'impact', 'climatefintech', 'climatechange', 'circularity', 'climatetech', 'greenwashing']
122	@wastefreephd @Plasticsimpact I also do litter pickups and have dedicated certain days to #microplastic. What a disaster! People just mow right over the litter and I’m disgusted.  #plasticpollution #litter	['microplastic', 'plasticpollution', 'litter']
123	"“Pollution - throwing stuff away - is the worst response to #waste, putting it in landfill the second worst. Recycling is better, but best of all #recycling  the item close to what it was made for."" Martin Conroy, KBI Global Investors #CircularEconomy Fund  mKosi0qVKY"	['waste', 'recycling', 'circulareconomy']
124	Joel Alogo who started as a garbage collector, runs a thriving green enterprise in Nairobi's industrial area, recycling biodegradable waste saving the country choking on plastics - via @StandardKenya  👏👏  #KenyaSafi #SingleUsePlastic #PlasticWaste  oM3IuLm5NF	['kenyasafi', 'singleuseplastic', 'plasticwaste']
125	Special Issue of #mdpiprocesses now open for submissions: Applications of #IonicLiquids and #DeepEutecticSolvents in Separation Processes for the Circular Economy  FBjzpv3mFC  @Processes_MDPI #greenchemistry #circulareconomy #chemistry #criticalrawmaterials	['mdpiprocesses', 'ionicliquids', 'deepeutecticsolvents', 'greenchemistry', 'circulareconomy', 'chemistry', 'criticalrawmaterials']
126	Opening Bell: #Microsoft, #Alphabet, #Meta, #Skechers, #Boeing, #Enphase, #DollarGeneral, #WasteManagement  Hier könnt Ihr euch die Sendung ansehen:   Lo60cHBWe4  Xd6eFYoWw8	['microsoft', 'alphabet', 'meta', 'skechers', 'boeing', 'enphase', 'dollargeneral', 'wastemanagement']
127	Addressing pollution due to #PlasticWaste is an important environmental challenge confronting all nations. Thanks to the #CleanlinessDrives such as #SwatchhBharat #SayNoToPlastics #SingleUsePlasticBan &amp; the ongoing #SpecialCampaign2, our office premise is almost #plasticfree now.	['plasticwaste', 'cleanlinessdrives', 'swatchhbharat', 'saynotoplastics', 'singleuseplasticban', 'specialcampaign2', 'plasticfree']
128	We can act against #PlasticWaste by demanding that laws change.  i9aejRSjdB	['plasticwaste']
129	@WasteManagement what does it take to get my trash picked up? When I checked Friday, 10/21/22, it claimed it was picked up at 1:39, it was not. I called Monday, 10/24/22, spoke with someone in the office. This person said it would be picked Tuesday, at the latest.	[]
130	Great work carried out today clearing the footpaths &amp; roads of #leaves at Ferguson Road, operated by our Slaney Road team. Thanks Gerard &amp; crew. @DubCityCouncil #Dublin #LeafRemoval #wastemanagement #YourCouncil 🍂  oOuryVUXdv	['leaves', 'dublin', 'leafremoval', 'wastemanagement', 'yourcouncil']
131	Hoy en la sesión de meetfullness dinamizada por @Lavola1981 hemos reflexionado sobre modelos y oportunidades de las bibliotecas de las cosas, actuación a desarrollar por la @CCyEAAragon en el marco del Plan de Acción de @EuropeCECI  #circulareconomy #interregeurope  alvBnIROL7	['circulareconomy', 'interregeurope']
132	Find out how Lifecycle Refrigerant Management is an effective and deliverable #circulareconomy solution on the journey towards #NetZero, and an overall more sustainable future for our industry during the IOR Annual Conference. Book at  yctVcPbSQn #refrigerant  3ZKBAa41EQ	['circulareconomy', 'netzero', 'refrigerant']
133	"The conference ""Innovative materials for a circular economy"" awaits you in the Plenary Room at Cibus Tec Forum or in streaming on  ovnE1dCQOj #packaging #innovation #circulareconomy  PbNrY3JYRU"	['packaging', 'innovation', 'circulareconomy']
134	Are we underestimating the sources of microplastic pollution in terres...  uI5hjua4IR	[]
135	The green transition requires copper. To implement decarbonization solutions, both mining and recycling will be needed to meet demand. Innovation at the mine site and partnerships with government, industry and NGOs hold the key. Read more:  s55SRsFVcr #CircularEconomy  Khzqb3U3GN	['circulareconomy']
136	@g_gosden That's microplastic.	[]
137	リカオン 【学名】 Lycaon pictus 【種類】 哺乳綱 ネコ目 イヌ科 リカオン属リカオン 【レッドリスト】 IUCNによる保全状況（Ver.3.1）             EN：絶滅危惧  aqH8hV6Kmq	[]
138	How can one earn money from waste materials? Ask no more, watch &amp; learn #wasteiswealth @Obwavo @PaparazziKE @NemaKenya @Sesentertainer @UNEP  Sorting Waste for recycling #wastemanagement #NationalEnvironmentalManag...  O7CYlWtDkr via @YouTube	['wasteiswealth', 'wastemanagement', 'nationalenvironmentalmanag']
139	@smartwater @alextoussaint25 What's it called when the name of something is actually the opposite of what it is? Stop plastic waste and the microplastic problem. Eat whole foods and drink tap water.	[]
140	I stand here before you in my mother's hand-me-downs, glaring with crosshair eyes at eelfaced manipulators who blacken the children's sky, who poison my children's water, who microplastic my children's blood, who scorch my children's Earth to turn billionaires into trillionaires,	[]
141	Happy Sustainability Day from OFC! Sustainability Day was created as a reminder of the importance of caring for the environment and to demonstrate steps to do so.  #sustainabilityday #circulareconomy #ecofriendly #sustainability  DnW44o4mJh	['sustainabilityday', 'circulareconomy', 'ecofriendly', 'sustainability']
142	We have the #SpecialistCleaning expertise for #HospitalCleaning. We provide healthcare clients with robust and reliable removal services for offensive hygiene waste, other clinical waste, and needles and sharps  ICSjVZh5AH #ClinicalWasteRemoval #WasteManagement #REAT  wjCCFaz4ww	['specialistcleaning', 'hospitalcleaning', 'clinicalwasteremoval', 'wastemanagement', 'reat']
143	Our industry is on the verge of a major transformation towards a climate-neutral + non-fossil #circulareconomy. At #K2022 we learned how vision can become reality ...  BuS8UykvZz via @YouTube @IK_Verband @PlasticsEurope @VDMAonline #Recycling #video @K_tradefair	['circulareconomy', 'k2022', 'recycling', 'video']
144	Emperor penguins are now a threatened species by the IUCN	[]
145	Last day to visit the booths of the partners with whom we have collaborated to help develop highly #sustainable solutions that respect the principles of the #CircularEconomy at #K2022. #Taghleefindustries believes that a forward-looking vision can lead to making a #difference.  H11cSerwxc	['sustainable', 'circulareconomy', 'k2022', 'taghleefindustries', 'difference']
146	Vor fünf Jahren ist der chinesische EPS-Recycler INTCO in das Recycling von PET eingestiegen. Jetzt kündigt die Firma weitere Investitionen an. Ziel ist eine Kapazität von einer Million Tonnen.  8wP1tw3Kqo #circulareconomy	['circulareconomy']
147	Ieder jaar belanden enorme hoeveelheden plastic in o.a het water. Grote stukken breken af, uiteindelijk zelfs tot #microplastics. Spot de Hotspot is in volle gang en duurt nog tot 30 oktober!  #water #afval #plastic #hoogheemraadschapdelfland #microplastic #macroplastic #tudelft  6UB5JNC0P3	['microplastics', 'water', 'afval', 'plastic', 'hoogheemraadschapdelfland', 'microplastic', 'macroplastic', 'tudelft']
148	#circulareconomy #recycling #plastics #packaging #fornature   NQPNdkqdt5	['circulareconomy', 'recycling', 'plastics', 'packaging', 'fornature']
149	We can increase current global food supply by up to15% in terms of protein content by increasing the use of by-products and residues in animal feed, this research in Nature shows.  #circulareconomy #research #seafood #Feed  3pH7IVPoHp  p0xrVKKsVU	['circulareconomy', 'research', 'seafood', 'feed']
150	He set up more shots than a nickelodeon sitcom.	[]
151	🧙‍♀️ Learn more &amp; apply by registering your class here 👉  uD7VBDgg3R 🪄The winner will be decided by a raffle with all participants. 👻 Digital media content is welcomed but not mandatory to participate.  #IMRScienceWeek2022 #circulareconomy #stemeducation	['imrscienceweek2022', 'circulareconomy', 'stemeducation']
152	Alongside @pewtrusts @minderoo @circulareconomy, CDP will expand its global environmental disclosure system to help solve the plastic pollution problem. From 2023 plastics will be incorporated into our disclosure system:  bYoDk6dns2	[]
153	“Giving higher value to plastics waste as a resource in the #CircularEconomy will in turn discourage &amp; reduce plastic pollution in Europe &amp; around the world.”, says @JornaKerstin, Director General @EU_Growth.  Watch her video address at #K2022:  9Ryr8NjdH3	['circulareconomy', 'k2022']
154	"An interesting webinar session is being run by @TOMRARecycling with a speaker from @IKEAUK tomorrow (27th October) at 10am.  Find out more about ""The future of wood recycling"" webinar &amp; sign up here:   6NJHjnDU61  #woodrecycling #circulareconomy"	['woodrecycling', 'circulareconomy']
155	Attending the #CEConferenceKE2022 virtually as we are showcasing the @Tech_Bin at @ZetechUni Innovation Week that's championing #circulareconomy by educating on Waste Segregation at source. Dope insights from the panelists @TheWEEECentre @JulianiKenya @EUinKenya @SustainaBizKe  JtZT36xTwV	['ceconferenceke2022', 'circulareconomy']
156	@WasteManagement It is going on three weeks since you collected my trash. I have called you, emailed you, sent dm’s to you on Twitter. I need you to call me today on my cell 978-265-9604 to tell me you are coming today! Or I will make it my life’s mission to ruin your reputation!	[]
157	@IUCN @HUAWEI_TECH4ALL ❤️	[]
158	Dr. RS Sharma, CEO, National Hospitality Authority, MoHFW (Govt. of India) will be attending the summit as the guest of Honour.  Click here to register:  wIEDW4YaXs  #PHDCCI #infrastructure #patients #sustainableinfrastructure #wastemanagement	['phdcci', 'infrastructure', 'patients', 'sustainableinfrastructure', 'wastemanagement']
159	Comparison of different salt solutions for density separation of conventional and biodegradable microplastic from solid sample matrices  U8ONtJvWLU	[]
160	It's been an incredible week of showcasing our #innovations and expanding portfolio to meet customer needs while supporting a #circulareconomy. We want to thank our visitors, customers and colleagues for a great #K2022. Until next time! #bettertogether  Zdw6J3shA2	['innovations', 'circulareconomy', 'k2022', 'bettertogether']
161	Stainless steel is fully recyclable ♻️ and therefore your old kitchen sink may end up helping with water loss problems in Tokyo. Pipes made from stainless steel can help save millions of liters of water 💧. Read more 👉  JUWv5a0khs  #stainlesssteel #circulareconomy  hHWqN9az28	['stainlesssteel', 'circulareconomy']
162	I'm obsessed with reality show inner workings. Producers are not your friends!	[]
163	#CircularEconomy #WasteManagement @KenyaGovernors @AnneWaiguru @Otichilo	['circulareconomy', 'wastemanagement']
164	Exigimos que @Ambiente_Ec y @RecNaturalesEC reclame la RESTAURACIÓN de las concesiones mineras en Bosque Seco Tropical. Ecuador, país suscrito a la @IUCN está en la obligación de proteger este ecosistema en peligro crítico de extinción y con menos del 2% en país.@LassoGuillermo  PocypzTeVD	[]
165	#DirectInvestment #CircularEconomy #GlobalManufacturing #OilandGas #Energy #ADIPEC2022	['directinvestment', 'circulareconomy', 'globalmanufacturing', 'oilandgas', 'energy', 'adipec2022']
166	"#SDG4 strives for all adults to have the relevant skills for employment by 2030. Ahead of #COP27 and launched at #CEweek2022, our report ""The #circulareconomy at work"" highlights the substantial job and economic growth the circular economy can offer:  3paRb0wIR6  m87U8koZGx"	['sdg4', 'cop27', 'ceweek2022', 'circulareconomy']
167	First-ever U.S. Facility Transforms Unwanted Plastic Waste Into Concrete Additive - PR Newswire #plasticwaste #reducewaste via: @PRNewswire  SbK3mfECnP	['plasticwaste', 'reducewaste']
168	@MattiNummelin @iucn_finland Juuri näin. Se on aivan selkeä asiavirhe Savon Sanomilta, eikä päätoimittaja suostunut sitä oikaisemaan.	[]
169	something new and useful (like picnic benches, playground equipment and recycling bins).  . . . #waste #wastetalks #wastemanagement	['waste', 'wastetalks', 'wastemanagement']
